Indinavir | drug
phenytoin | drug
phenytoin | drug
Itraconazole | drug
Itraconazole | drug
Itraconazole | drug
isoniazid | drug
Itraconazole | drug
Itraconazole | drug
isoniazid | drug
Itraconazole | drug
Itraconazole | drug
quinidine | drug
Itraconazole | drug
zidovudine | drug
zidovudine | drug
Itraconazole | drug
levamisole hydrochloride | drug
cyclosporin A | drug
etoposide | drug
etoposide | drug
etoposide | drug
etoposide | drug
etanercept | drug
anakinra | drug
anakinra | drug
MTX | drug
MTX | drug
folic acid | drug
6-MP | drug
AZA | drug
MTX | drug
folic acid | drug
infliximab | drug
metronidazole | drug
ciprofloxacin | drug
anagrelide | drug
digoxin | drug
warfarin | drug
anagrelide | drug
anagrelide | drug
digoxin | drug
warfarin | drug
anagrelide | drug
acetaminophen | drug
furosemide | drug
iron | drug
ranitidine | drug
hydroxyurea | drug
allopurinol | drug
anagrelide | drug
anagrelide | drug
anagrelide | drug
acetylsalicylic acid | drug
Anagrelide | drug
Anagrelide | drug
fluvoxamine | drug
anagrelide | drug
Anagrelide | drug
Anagrelide | drug
theophylline | drug
Anagrelide | drug
milrinone | drug
enoximone | drug
amrinone | drug
cilostazol | drug
anagrelide | drug
sucralfate | drug
anagrelide | drug
anagrelide | drug
insulin | drug
reserpine | drug
epinephrine | drug
levofloxacin | drug
oxycodone | drug
trovafloxacin | drug
ciprofloxacin | drug
morphine | drug
trovafloxacin | drug
ciprofloxacin | drug
oxycodone | drug
levofloxacin | drug
oxycodone | drug
levofloxacin | drug
oxycodone | drug
levofloxacin | drug
levofloxacin | drug
levofloxacin | drug
oxycodone | drug
oxycodone | drug
levofloxacin | drug
Diphenhydramine hydrochloride | drug
alcohol | drug
Amphotericin B | drug
ethacrynic acid | drug
furosemide | drug
potassium | drug
potassium | drug
insulin | drug
phenytoin | drug
rifampin | drug
fludrocortisone acetate | drug
oxymetholone | drug
methandrostenolone | drug
norethandrolone | drug
vancomycin | drug
vancomycin | drug
vancomycin | drug
Epinephrine | drug
Epinephrine | drug
isoproterenol | drug
epinephrine | drug
cyclopropane | drug
halothane | drug
Epinephrine | drug
epinephrine | drug
Epinephrine | drug
guanethidine | drug
lactulose | drug
lactulose | drug
lactulose | drug
ciprofloxacin | drug
caffeine | drug
caffeine | drug
ciprofloxacin | drug
cyclosporine | drug
Glyburide | drug
ciprofloxacin | drug
glyburide | drug
ciprofloxacin | drug
Methotrexate | drug
methotrexate | drug
ciprofloxacin | drug
methotrexate | drug
methotrexate | drug
methotrexate | drug
ciprofloxacin | drug
ciprofloxacin | drug
magnesium | drug
aluminum | drug
sucralfate | drug
calcium | drug
iron | drug
zinc | drug
ciprofloxacin | drug
ciprofloxacin | drug
Omeprazole | drug
ciprofloxacin | drug
omeprazole | drug
Omeprazole | drug
Phenytoin | drug
phenytoin | drug
ciprofloxacin | drug
Probenecid | drug
Probenecid | drug
ciprofloxacin | drug
ciprofloxacin | drug
Theophylline | drug
ciprofloxacin | drug
theophylline | drug
theophylline | drug
theophylline | drug
theophylline | drug
Warfarin | drug
warfarin | drug
Colchicine | drug
colchicine | drug
Colchicine | drug
colchicine | drug
succinylcholine | drug
succinylcholine | drug
succinylcholine | drug
Isoflurane | drug
enflurane | drug
halothane | drug
lincomycin | drug
clindamycin | drug
colistin | drug
sodium colistimethate | drug
magnesium | drug
lithium | drug
procainamide | drug
quinidine | drug
phenytoin | drug
carbamazepine | drug
Lansoprazole | drug
lansoprazole | drug
warfarin | drug
antipyrine | drug
indomethacin | drug
ibuprofen | drug
phenytoin | drug
propranolol | drug
prednisone | drug
diazepam | drug
clarithromycin | drug
terfenadine | drug
lansoprazole | drug
theophylline | drug
theophylline | drug
theophylline | drug
theophylline | drug
lansoprazole | drug
Lansoprazole | drug
amoxicillin | drug
lansoprazole | drug
omeprazole | drug
sucralfate | drug
sucralfate | drug
sucralfate | drug
lansoprazole | drug
Lansoprazole | drug
lansoprazole | drug
ketoconazole | drug
ampicillin | drug
iron | drug
digoxin | drug
decitabine | drug
decitabine | drug
decitabine | drug
decitabine | drug
piperazine | drug
Pyrantel | drug
Antiminth | drug
piperazine | drug
pyrantel | drug
piperazine | drug
Rifampin | drug
warfarin | drug
warfarin | drug
rifampin | drug
Rifampin | drug
warfarin | drug
rifampin | drug
warfarin | drug
warfarin | drug
rifampin | drug
warfarin | drug
rifampin | drug
warfarin | drug
rifampin | drug
warfarin | drug
rifampin | drug
rifampin | drug
penicillin | drug
gentamicin | drug
dopamine | drug
isoproterenol | drug
furosemide | drug
alprostadil | drug
budesonide | drug
budesonide | drug
budesonide | drug
ethanol | drug
budesonide | drug
budesonide | drug
budesonide | drug
Warfarin | drug
daptomycin | drug
warfarin | drug
simvastatin | drug
daptomycin | drug
Fentanyl | drug
Fentanyl | drug
etidronate | drug
warfarin | drug
warfarin | drug
butorphanol | drug
alcohol | drug
butorphanol | drug
butorphanol | drug
sumatriptan | drug
butorphanol | drug
sumatriptan | drug
sumatriptan | drug
butorphanol | drug
sumatriptan | drug
sumatriptan | drug
sumatriptan | drug
butorphanol | drug
cimetidine | drug
butorphanol | drug
cimetidine | drug
butorphanol | drug
erythromycin | drug
oxymetazoline | drug
butorphanol | drug
alcohol | drug
guanethidine | drug
tramadol | drug
prostaglandin F2alpha | drug
oxytocin | drug
prostaglandin F2alpha | drug
oxytocin | drug
norepinephrine | drug
oxytocin | drug
PGF2alpha | drug
PGF2alpha | drug
oxytocin | drug
oxytocin | drug
PGF2alpha | drug
norepinephrine | drug
PGF2alpha | drug
oxytocin | drug
doxapram | drug
doxapram | drug
doxapram | drug
epinephrine | drug
norepinephrine | drug
chloroprocaine | drug
Disulfiram | drug
DISULFIRAM | drug
PHENYTOIN | drug
PHENYTOIN | drug
DISULFIRAM | drug
PHENYTOIN | drug
PHENYTOIN | drug
DISULFIRAM | drug
PHENYTOIN | drug
PHENYTOIN | drug
disulfiram | drug
disulfiram | drug
isoniazid | drug
disulfiram | drug
disulfiram | drug
disulfiram | drug
nitrite | drug
disulfiram | drug
Disulfiram | drug
sevoflurane | drug
isoflurane | drug
propofol | drug
alfentanil | drug
midazolam | drug
dexmedetomidine | drug
isoflurane | drug
propofol | drug
alfentanil | drug
midazolam | drug
rocuronium | drug
phenytoin | drug
carbamazepine | drug
rifampin | drug
cholestyramine | drug
colestipol | drug
Insulin | drug
insulin | drug
insulin | drug
Cholestyramine | drug
Cholestyramine | drug
T4 | drug
T3 | drug
cholestyramine | drug
levothyroxine | drug
thyroxin | drug
imipramine | drug
Ketamine | drug
Thyroxine | drug
epinephrine | drug
norepinephrine | drug
enfuvirtide | drug
enfuvirtide | drug
Loratadine | drug
erythromycin | drug
cimetidine | drug
ketoconazole | drug
loratadine | drug
descarboethoxyloratadine | drug
loratadine | drug
loratadine | drug
cimetidine | drug
ketoconazole | drug
erythromycin | drug
loratadine | drug
erythromycin | drug
Loratadine | drug
Descarboethoxyloratadine | drug
Loratadine | drug
Loratadine | drug
Descarboethoxyloratadine | drug
Erythromycin | drug
Cimetidine | drug
Ketoconazole | drug
loratadine | drug
Zidovudine | drug
ZDV | drug
zalcitabine | drug
Zalcitabine | drug
ZDV | drug
didanosine | drug
stavudine | drug
zalcitabine | drug
Lamivudine | drug
lamivudine | drug
zalcitabine | drug
zalcitabine | drug
Zalcitabine | drug
lamivudine | drug
lamivudine | drug
lamivudine | drug
zalcitabine | drug
zalcitabine | drug
lamivudine | drug
zalcitabine | drug
zalcitabine | drug
zalcitabine | drug
lamivudine | drug
Saquinavir | drug
HIVID | drug
saquinavir | drug
ZDV | drug
HIVID | drug
antiretroviral nucleoside analogues | drug
chloramphenicol | drug
cisplatin | drug
dapsone | drug
disulfiram | drug
ethionamide | drug
glutethimide | drug
gold | drug
hydralazine | drug
iodoquinol | drug
isoniazid | drug
metronidazole | drug
nitrofurantoin | drug
phenytoin | drug
ribavirin | drug
vincristine | drug
HIVID | drug
didanosine | drug
Pentamidine | drug
HIVID | drug
pentamidine | drug
HIVID | drug
pentamidine | drug
HIVID | drug
Amphotericin | drug
Foscarnet | drug
amphotericin | drug
foscarnet | drug
HIVID | drug
zalcitabine | drug
HIVID | drug
Probenecid | drug
Cimetidine | drug
probenecid | drug
cimetidine | drug
zalcitabine | drug
zalcitabine | drug
zalcitabine | drug
zalcitabine | drug
Magnesium | drug
Aluminum | drug
zalcitabine | drug
magnesium | drug
aluminum | drug
zalcitabine | drug
magnesium | drug
aluminum | drug
Metoclopramide | drug
zalcitabine | drug
metoclopramide | drug
Doxorubicin | drug
Doxorubicin | drug
zalcitabine | drug
zalcitabine | drug
Theophylline | drug
theophylline | drug
lomefloxacin | drug
theophylline | drug
lomefloxacin | drug
theophylline | drug
theophylline | drug
theophylline | drug
sucralfate | drug
Sucralfate | drug
magnesium | drug
aluminum | drug
didanosine | drug
lomefloxacin | drug
Sucralfate | drug
lomefloxacin | drug
Magnesium | drug
aluminum | drug
lomefloxacin | drug
lomefloxacin | drug
lomefloxacin | drug
lomefloxacin | drug
lomefloxacin | drug
Caffeine | drug
caffeine | drug
lomefloxacin | drug
caffeine | drug
caffeine | drug
caffeine | drug
caffeine | drug
Cimetidine | drug
Cimetidine | drug
lomefloxacin | drug
cimetidine | drug
Cyclosporine | drug
cyclosporine | drug
cyclosporine | drug
lomefloxacin | drug
cyclosporine | drug
Omeprazole | drug
lomefloxacin | drug
lomefloxacin | drug
omeprazole | drug
omeprazole | drug
Phenytoin | drug
phenytoin | drug
phenytoin sodium | drug
lomefloxacin | drug
Lomefloxacin | drug
phenytoin | drug
Probenecid | drug
Probenecid | drug
Terfenadine | drug
terfenadine | drug
lomefloxacin | drug
lomefloxacin | drug
terfenadine | drug
Warfarin | drug
warfarin | drug
warfarin | drug
warfarin | drug
lomefloxacin | drug
CYP3A4 | drug
CYP3A4 | drug
ketoconazole | drug
itraconazole | drug
erythromycin | drug
cimetidine | drug
felodipine | drug
felodipine | drug
itraconazole | drug
CYP3A4 | drug
CYP3A4 | drug
felodipine | drug
felodipine | drug
felodipine | drug
itraconazole | drug
felodipine | drug
felodipine | drug
PLENDIL | drug
erythromycin | drug
felodipine | drug
felodipine | drug
felodipine | drug
felodipine | drug
cimetidine | drug
felodipine | drug
felodipine | drug
metoprolol | drug
felodipine | drug
metoprolol | drug
beta blockers | drug
metoprolol | drug
felodipine | drug
PLENDIL | drug
digoxin | drug
felodipine | drug
phenytoin | drug
carbamazepine | drug
phenobarbital | drug
felodipine | drug
antihypertensive | drug
Felodipine | drug
tacrolimus | drug
felodipine | drug
tacrolimus | drug
felodipine | drug
indomethacin | drug
spironolactone | drug
dapsone | drug
dapsone | drug
clofazimine | drug
theophylline | drug
phenytoin | drug
theophylline | drug
phenytoin | drug
theophylline | drug
phenytoin | drug
theophylline | drug
Abciximab | drug
Abciximab | drug
heparin | drug
warfarin | drug
ticlopidine | drug
Heparin | drug
Ethanol | drug
eszopiclone | drug
ethanol | drug
ethanol | drug
Paroxetine | drug
eszopiclone | drug
paroxetine | drug
Lorazepam | drug
eszopiclone | drug
lorazepam | drug
Olanzapine | drug
eszopiclone | drug
olanzapine | drug
Ketoconazole | drug
eszopiclone | drug
eszopiclone | drug
ketoconazole | drug
itraconazole | drug
clarithromycin | drug
nefazodone | drug
troleandomycin | drug
ritonavir | drug
nelfinavir | drug
Rifampicin | drug
zopiclone | drug
rifampicin | drug
eszopiclone | drug
Eszopiclone | drug
eszopiclone | drug
eszopiclone | drug
Digoxin | drug
eszopiclone | drug
digoxin | drug
Warfarin | drug
Eszopiclone | drug
(R)-warfarin | drug
(S)-warfarin | drug
warfarin | drug
Nitroglycerin | drug
isradipine | drug
nitroglycerin | drug
Hydrochlorothiazide | drug
isradipine | drug
hydrochlorothiazide | drug
isradipine | drug
hydrochlorothiazide | drug
isradipine | drug
Propranolol | drug
propranolol | drug
isradipine | drug
propranolol | drug
isradipine | drug
propranolol | drug
isradipine | drug
propranolol | drug
propranolol | drug
isradipine | drug
Cimetidine | drug
cimetidine | drug
isradipine | drug
isradipine | drug
isradipine | drug
cimetidine | drug
Rifampicin | drug
rifampicin | drug
isradipine | drug
isradipine | drug
rifampicin | drug
isradipine | drug
isradipine | drug
Warfarin | drug
isradipine | drug
warfarin | drug
warfarin | drug
isradipine | drug
warfarin | drug
isradipine | drug
Digoxin | drug
isradipine | drug
digoxin | drug
digoxin | drug
Fentanyl | drug
fentanyl | drug
isradipine | drug
azithromycin | drug
minocycline | drug
azithromycin | drug
minocycline | drug
azithromycin | drug
minocycline | drug
azithromycin | drug
minocycline | drug
Mineral oil | drug
ergocalciferol | drug
insulin | drug
diethylpropion | drug
diethylpropion | drug
guanethidine | drug
a-methyldopa | drug
diethylpropion | drug
gabapentin | drug
gabapentin | drug
Gabapentin | drug
Phenytoin | drug
phenytoin | drug
gabapentin | drug
phenytoin | drug
phenytoin | drug
gabapentin | drug
Carbamazepine | drug
carbamazepine | drug
gabapentin | drug
gabapentin | drug
carbamazepine | drug
Valproic Acid | drug
valproic acid | drug
gabapentin | drug
gabapentin | drug
valproic acid | drug
Phenobarbital | drug
phenobarbital | drug
gabapentin | drug
Naproxen | drug
naproxen sodium | drug
gabapentin | drug
Gabapentin | drug
naproxen | drug
Hydrocodone | drug
hydrocodone | drug
hydrocodone | drug
Hydrocodone | drug
gabapentin | drug
Morphine | drug
morphine | drug
gabapentin | drug
gabapentin | drug
morphine | drug
Morphine | drug
morphine | drug
Cimetidine | drug
cimetidine | drug
gabapentin | drug
cimetidine | drug
gabapentin | drug
gabapentin | drug
cimetidine | drug
gabapentin | drug
cimetidine | drug
norethindrone | drug
ethinyl estradiol | drug
norethindrone acetate | drug
ethinyl estradiol | drug
gabapentin | drug
norethindrone | drug
gabapentin | drug
gabapentin | drug
gabapentin | drug
gabapentin | drug
Probenecid | drug
Probenecid | drug
Gabapentin | drug
probenecid | drug
gabapentin | drug
probenecid | drug
gabapentin | drug
dopamine | drug
dopamine | drug
dopamine HCl | drug
dopamine HCl | drug
dopamine HCl | drug
dopamine | drug
propranolol | drug
metoprolol | drug
dopamine HCl | drug
Dopamine | drug
beta-adrenergic blocking agents | drug
haloperidol | drug
dopamine | drug
Cyclopropane | drug
dopamine | drug
dopamine HCl | drug
cyclopropane | drug
dopamine | drug
propranolol | drug
ergonovine | drug
phenytoin | drug
dopamine HCl | drug
dopamine HCl | drug
phenytoin | drug
allopurinol | drug
ampicillin | drug
ampicillin | drug
ampicillin | drug
allopurinol | drug
allopurinol | drug
allopurinol | drug
cholestyramine | drug
Chloral hydrate | drug
alcohol | drug
carbamazepine | drug
chloral hydrate | drug
chlordiazepoxide | drug
cholestyramine | drug
ethchlorvynol | drug
glutethimide | drug
griseofulvin | drug
haloperidol | drug
meprobamate | drug
paraldehyde | drug
primidone | drug
ranitidine | drug
rifampin | drug
vitamin C | drug
alcohol | drug
carbamazepine | drug
chloral hydrate | drug
chlordiazepoxide | drug
cholestyramine | drug
ethchlorvynol | drug
glutethimide | drug
griseofulvin | drug
haloperidol | drug
meprobamate | drug
paraldehyde | drug
primidone | drug
ranitidine | drug
rifampin | drug
vitamin C | drug
warfarin sodium | drug
alcohol | drug
allopurinol | drug
aminosalicylic acid | drug
amiodarone | drug
bromelains | drug
chloral hydrate | drug
chlorpropamide | drug
chymotrypsin | drug
cimetidine | drug
cinchophen | drug
clofibrate | drug
dextran | drug
dextrothyroxine | drug
diazoxide | drug
diflunisal | drug
disulfiram | drug
ethacrynic acid | drug
fenoprofen | drug
glucagon | drug
ibuprofen | drug
indomethacin | drug
mefenamic acid | drug
methyldopa | drug
methylphenidate | drug
metronidazole | drug
miconazole | drug
nalidixic acid | drug
naproxen | drug
oxolinic acid | drug
oxyphenbutazone | drug
pentoxifylline | drug
phenylbutazone | drug
phenytoin | drug
quinidine | drug
quinine | drug
ranitidine | drug
sulfinpyrazone | drug
sulindac | drug
tolbutamide | drug
triclofos sodium | drug
trimethoprim | drug
sulfamethoxazole | drug
alcohol | drug
allopurinol | drug
aminosalicylic acid | drug
amiodarone | drug
bromelains | drug
chloral hydrate | drug
chlorpropamide | drug
chymotrypsin | drug
cimetidine | drug
cinchophen | drug
clofibrate | drug
dextran | drug
dextrothyroxine | drug
diazoxide | drug
diflunisal | drug
disulfiram | drug
ethacrynic acid | drug
fenoprofen | drug
glucagon | drug
ibuprofen | drug
indomethacin | drug
mefenamic acid | drug
methyldopa | drug
methylphenidate | drug
metronidazole | drug
miconazole | drug
nalidixic acid | drug
naproxen | drug
oxolinic acid | drug
oxyphenbutazone | drug
pentoxifylline | drug
phenylbutazone | drug
phenytoin | drug
quinidine | drug
quinine | drug
ranitidine | drug
sulfinpyrazone | drug
sulindac | drug
tolbutamide | drug
triclofos sodium | drug
trimethoprim | drug
sulfamethoxazole | drug
warfarin sodium | drug
tolbutamide | drug
chlorpropamide | drug
phenytoin | drug
phenytoin | drug
dipyridamole | drug
hydrochloroquine | drug
clofibrate | drug
dextran | drug
Dicumarol | drug
anisindione | drug
bumetanide | drug
bumetanide | drug
Lithium | drug
Lithium | drug
bumetanide | drug
lithium | drug
Probenecid | drug
probenecid | drug
bumetanide | drug
probenecid | drug
bumetanide | drug
bumetanide | drug
probenecid | drug
bumetanide | drug
Indomethacin | drug
Indomethacin | drug
bumetanide | drug
bumetanide | drug
bumetanide | drug
Bumetanide | drug
Digoxin | drug
digoxin | drug
bumetanide | drug
warfarin | drug
Aprepitant | drug
Aprepitant | drug
aprepitant | drug
aprepitant | drug
Aprepitant | drug
S(-) warfarin | drug
tolbutamide | drug
Aprepitant | drug
phenytoin | drug
Aprepitant | drug
Aprepitant | drug
digoxin | drug
aprepitant | drug
ondansetron | drug
granisetron | drug
dolasetron | drug
Dexamethasone | drug
Aprepitant | drug
dexamethasone | drug
Aprepitant | drug
dexamethasone | drug
dexamethasone | drug
dexamethasone | drug
Aprepitant | drug
dexamethasone | drug
Aprepitant | drug
dexamethasone | drug
Aprepitant | drug
dexamethasone | drug
Methylprednisolone | drug
Aprepitant | drug
methylprednisolone | drug
methylprednisolone | drug
methylprednisolone | drug
methylprednisolone | drug
Aprepitant | drug
methylprednisolone | drug
Aprepitant | drug
Warfarin | drug
Aprepitant | drug
warfarin | drug
Aprepitant | drug
R(+) warfarin | drug
S(-) warfarin | drug
S(-)warfarin | drug
Aprepitant | drug
warfarin | drug
Aprepitant | drug
Tolbutamide | drug
Aprepitant | drug
tolbutamide | drug
tolbutamide | drug
Aprepitant | drug
Aprepitant | drug
ethinyl estradiol | drug
norethindrone | drug
ethinyl estradiol | drug
norethindrone | drug
Aprepitant | drug
Aprepitant | drug
Midazolam | drug
Aprepitant | drug
midazolam | drug
midazolam | drug
Aprepitant | drug
midazolam | drug
alprazolam | drug
triazolam | drug
Aprepitant | drug
midazolam | drug
Aprepitant | drug
midazolam | drug
Aprepitant | drug
Aprepitant | drug
midazolam | drug
midazolam | drug
Aprepitant | drug
midazolam | drug
aprepitant | drug
Aprepitant | drug
Aprepitant | drug
aprepitant | drug
Aprepitant | drug
ketoconazole | drug
itraconazole | drug
nefazodone | drug
troleandomycin | drug
clarithromycin | drug
ritonavir | drug
nelfinavir | drug
diltiazem | drug
aprepitant | drug
Aprepitant | drug
Aprepitant | drug
rifampin | drug
carbamazepine | drug
phenytoin | drug
aprepitant | drug
Aprepitant | drug
Ketoconazole | drug
Aprepitant | drug
Ketoconazole | drug
Aprepitant | drug
ketoconazole | drug
aprepitant | drug
aprepitant | drug
Aprepitant | drug
Rifampin | drug
Aprepitant | drug
rifampin | drug
aprepitant | drug
Aprepitant | drug
Aprepitant | drug
Diltiazem | drug
aprepitant | drug
diltiazem | drug
aprepitant | drug
diltiazem | drug
diltiazem | drug
Paroxetine | drug
aprepitant | drug
paroxetine | drug
aprepitant | drug
paroxetine | drug
Amiodarone | drug
desethylamiodarone | drug
Amiodarone | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
indinavir | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
Cimetidine | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
Amiodarone | drug
CYP1A2 | drug
CYP2C9 | drug
CYP2D6 | drug
CYP3A4 | drug
drugs | drug
Immunosuppressive | drug
Cyclosporine | drug
CYP3A4 | drug
amiodarone | drug
cyclosporine | drug
cyclosporine | drug
HMG-CoA Reductase Inhibitors | drug
Simvastatin | drug
CYP3A4 | drug
amiodarone | drug
Cardiac glycosides | drug
digoxin | drug
amiodarone | drug
digoxin | drug
Amiodarone | drug
digoxin | drug
digoxin | drug
amiodarone | drug
digitalis | drug
digitoxin | drug
Antiarrhythmics | drug
antiarrhythmic | drug
quinidine | drug
procainamide | drug
disopyramide | drug
phenytoin | drug
amiodarone | drug
quinidine | drug
procainamide | drug
phenytoin | drug
amiodarone | drug
Phenytoin | drug
Amiodarone | drug
quinidine | drug
quinidine | drug
Amiodarone | drug
procainamide | drug
procainamide | drug
procainamide | drug
Quinidine | drug
amiodarone | drug
flecainide | drug
amiodarone | drug
flecainide | drug
drugs | drug
antiarrhythmic drug | drug
amiodarone | drug
antiarrhythmic | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
antiarrhythmic | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
antiarrhythmic | drug
Antihypertensives | drug
Amiodarone | drug
receptor | drug
propranolol | drug
CYP3A4 | drug
calcium channel | drug
verapamil | drug
CYP3A4 | drug
diltiazem | drug
CYP3A4 | drug
amiodarone | drug
Anticoagulants | drug
warfarin | drug
CYP2C9 | drug
CYP3A4 | drug
anticoagulant | drug
amiodarone | drug
warfarin | drug
amiodarone | drug
anticoagulant | drug
drugs | drug
amiodarone | drug
CYP3A4 | drug
amiodarone | drug
Antibiotics | drug
Rifampin | drug
CYP3A4 | drug
rifampin | drug
amiodarone | drug
amiodarone | drug
desethylamiodarone | drug
amiodarone | drug
CYP3A4 | drug
amiodarone | drug
amiodarone | drug
amiodarone | drug
Fentanyl | drug
CYP3A4 | drug
amiodarone | drug
amiodarone | drug
lidocaine | drug
CYP3A4 | drug
anesthesia | drug
lidocaine | drug
amiodarone | drug
Dextromethorphan | drug
CYP2D6 | drug
CYP3A4 | drug
Amiodarone | drug
CYP2D6 | drug
Cholestyramine | drug
amiodarone | drug
t1 | drug
Disopyramide | drug
Fluoroquinolones | drug
macrolide antibiotics | drug
amiodarone | drug
fluoroquinolones | drug
macrolide antibiotics | drug
propranolol | drug
diltiazem | drug
verapamil | drug
Anesthetic | drug
Cordarone | drug
phenytoin | drug
dextromethorphan | drug
methotrexate | drug
Cordarone I.V. | drug
diuretics | drug
Lincomycin | drug
lincomycin | drug
erythromycin | drug
warfarin | drug
phenobarbital | drug
secobarbital | drug
glutethimide | drug
chloral hydrate | drug
methaqualone | drug
warfarin | drug
phenobarbital | drug
secobarbital | drug
glutethimide | drug
chloral hydrate | drug
methaqualone | drug
glutethimide | drug
Chloral hydrate | drug
methaqualone | drug
chloral hydrate | drug
methaqualone | drug
ketamine | drug
ketamine | drug
pentobarbital | drug
ouabain | drug
ouabain | drug
ketamine | drug
pentobarbital | drug
ouabain | drug
ketamine | drug
droperidol | drug
fentayl | drug
pentobarbital | drug
Acetylcysteine | drug
acetylcysteine | drug
Probenecid | drug
Probenecid | drug
acetaminophen | drug
acyclovir | drug
aminosalicylic acid | drug
bumetanide | drug
clofibrate | drug
methotrexate | drug
famotidine | drug
furosemide | drug
theophylline | drug
zidovudine | drug
Zidovudine | drug
probenecid | drug
tobramycin | drug
gentamicin | drug
amikacin | drug
amphotericin B | drug
foscarnet | drug
pentamidine | drug
vancomycin | drug
captopril | drug
captopril | drug
captopril | drug
captopril | drug
captopril | drug
nitroglycerin | drug
captopril | drug
captopril | drug
Captopril | drug
captopril | drug
captopril | drug
captopril | drug
spironolactone | drug
triamterene | drug
amiloride | drug
potassium | drug
potassium | drug
indomethacin | drug
captopril | drug
Lithium | drug
lithium | drug
lithium | drug
lithium | drug
lithium | drug
lithium | drug
captopril | drug
digoxin | drug
Furosemide | drug
captopril | drug
captopril | drug
Allopurinol | drug
captopril | drug
allopurinol | drug
Captopril | drug
alcohol | drug
oxytocin | drug
oxytocin | drug
oxytocin | drug
reserpine | drug
esmolol HCl | drug
warfarin | drug
warfarin | drug
warfarin | drug
warfarin | drug
digoxin | drug
digoxin | drug
Digoxin | drug
morphine | drug
morphine | drug
morphine | drug
BREVIBLOC | drug
succinylcholine | drug
succinylcholine | drug
digoxin | drug
morphine | drug
succinylcholine | drug
warfarin | drug
epinephrine | drug
verapamil | drug
dopamine | drug
epinephrine | drug
norepinephrine | drug
phenacemide | drug
phenytoin | drug
phenytoin | drug
phenytoin | drug
ethotoin | drug
Eprosartan | drug
digoxin | drug
warfarin | drug
glyburide | drug
eprosartan | drug
ketoconazole | drug
fluconazole | drug
eprosartan | drug
Ranitidine | drug
eprosartan | drug
Eprosartan | drug
hydrochlorothiazide | drug
Eprosartan | drug
nifedipine | drug
Albuterol | drug
albuterol | drug
albuterol | drug
Atomoxetine | drug
atomoxetine | drug
paroxetine | drug
fluoxetine | drug
quinidine | drug
paroxetine | drug
fluoxetine | drug
atomoxetine | drug
atomoxetine | drug
atomoxetine | drug
ranitidine | drug
alendronate | drug
calcium | drug
multivalent cations | drug
alendronate | drug
Carbidopa | drug
levodopa | drug
carbidopa | drug
levodopa | drug
risperidone | drug
isoniazid | drug
levodopa | drug
levodopa | drug
phenytoin | drug
papaverine | drug
levodopa | drug
carbidopa | drug
levodopa | drug
Iron | drug
carbidopa | drug
levodopa | drug
metoclopramide | drug
levodopa | drug
metoclopramide | drug
Theophylline | drug
ceftibuten | drug
ceftibuten | drug
theophylline | drug
theophylline | drug
ceftibuten | drug
theophylline | drug
ceftibuten | drug
ceftibuten | drug
ceftibuten | drug
ranitidine | drug
ceftibuten | drug
ceftibuten | drug
ceftibuten | drug
ceftibuten | drug
ceftibuten | drug
iloprost | drug
nifedipine | drug
diltiazem | drug
captopril | drug
iloprost | drug
iloprost | drug
iloprost | drug
iloprost | drug
digoxin | drug
Acetylsalicylic acid | drug
iloprost | drug
iloprost | drug
etofibrate | drug
etofibrate | drug
etofibrate | drug
etofibrate | drug
Etofibrate | drug
heparin | drug
etofibrate | drug
etofibrate | drug
bitolterol | drug
bitolterol | drug
nicotine | drug
theophylline | drug
fenoprofen | drug
fenoprofen | drug
fenoprofen | drug
phenobarbital | drug
fenoprofen | drug
phenobarbital | drug
fenoprofen | drug
fenoprofen | drug
Warfarin | drug
Meclofenamate sodium | drug
warfarin | drug
meclofenamate sodium | drug
warfarin | drug
warfarin | drug
meclofenamate sodium | drug
meclofenamate sodium | drug
meclofenamate sodium | drug
Meclofenamate sodium | drug
Propoxyphene | drug
propoxyphene hydrochloride | drug
meclofenamate sodium | drug
aluminum hydroxide | drug
magnesium hydroxide | drug
meclofenamate sodium | drug
diclofenac | drug
diclofenac | drug
diclofenac | drug
diclofenac | drug
warfarin | drug
Digoxin | drug
Methotrexate | drug
Cyclosporine | drug
Diclofenac | drug
diclofenac | drug
digoxin | drug
methotrexate | drug
cyclosporine | drug
diclofenac | drug
diclofenac | drug
digoxin | drug
methotrexate | drug
cyclosporine | drug
digoxin | drug
Lithium | drug
Diclofenac | drug
lithium | drug
lithium | drug
diclofenac | drug
lithium | drug
lithium | drug
Diclofenac | drug
insulin | drug
diclofenac | drug
diclofenac | drug
insulin | drug
Diclofenac | drug
azathioprine | drug
chloroquine | drug
D-penicillamine | drug
prednisolone | drug
doxycycline | drug
digitoxin | drug
diclofenac | drug
Phenobarbital | drug
phenobarbital | drug
diclofenac | drug
diclofenac | drug
salicylic acid | drug
tolbutamide | drug
prednisolone | drug
warfarin | drug
Benzylpenicillin | drug
